Actual,Predicted
7445.51,16970.961987058865
14336.37,17686.376037473357
3483.86,5154.186437516098
1003.2,493.0193420491425
111.19,132.73972724139364
3241.3,2775.248638263083
6857.17,5966.796917438471
4478.33,3356.169809297366
7421.15,9038.723678471486
34611.49,34431.56091445534
49377.61,45785.38277763885
83558.39,100913.44378347014
4021.67,2946.020157198964
83740.86,70729.00066000111
4705.13,7133.735297117197
9971.82,12836.269235937734
2886.65,4159.871052778657
61375.71,55552.86544362549
11026.21,13480.9831287718
6758.22,5975.740871842649
7452.42,5873.475104080515
11234.06,10235.189202745212
7497.33,6029.219256681297
11731.43,14251.83255677779
26398.28,29246.779848771966
123.2,-18.029979637960373
30653.64,32533.285003659625
20190.53,16828.948593599584
4529.26,5719.921822858881
13386.54,15424.016826402722
1367.71,1585.2070143210283
77937.59,86183.24087135299
5792.86,2134.618511459338
11638.17,17534.53530269737
20012.0,18341.350553196782
1672.02,1262.526004314075
6392.02,9450.790948773974
5259.84,6229.192474459421
11808.31,9678.859773758668
212.17,76.7477902364238
163.84,740.3282181090232
8420.64,8817.810117149369
3144.2,4798.96770242222
23714.7,24217.080858590096
5042.25,4950.000789802289
593.3,187.86027003575035
20047.53,16638.814188701996
5823.3,5130.561724864947
7301.63,10545.843510144354
243.37,1777.573262675828
56985.41,52743.591632513475
6566.49,6758.545117687028
16177.66,20908.66455756626
15772.18,17306.496423360768
3437.73,4442.710417153909
23843.43,21989.737599160107
54497.41,44049.555538238266
3865.21,4649.936328495936
5815.06,4971.408935147752
86277.57,90314.21194382047
2425.04,2064.6582521418386
12183.39,19150.44511504764
11202.91,14506.261563560245
110453.65,114608.12047060838
28828.79,43651.604691389555
1423.11,886.4512270169241
40508.78,39086.501881207696
3400.0,3299.0605380603806
11945.79,12858.313837470407
43989.12,46833.6384016461
14702.48,12752.69863927875
82.77,-50.222673755779304
1956.28,869.8931239229975
26977.86,44197.33338679729
38387.63,37319.77549864363
9560.36,12161.830782687346
42171.53,39351.979121502845
58836.73,67230.94211099113
105265.14,98073.41971129058
302.72,421.92728679598616
9940.77,15415.030522959081
2208.01,3638.548309158738
24027.1,20123.51459311569
65203.31,57531.978756323435
40500.94,40683.59131556603
29.83,76.12724085531337
33419.59,33362.08060739709
975.86,1666.8956408057147
9782.22,9549.441618557865
58398.02,60058.95255178891
1441.89,1038.4021415002333
1044.82,5630.828969547827
15.0,5.169323987031371
17430.59,16052.501258389533
12178.26,11145.356918042462
2258.98,2084.654657160987
24.88,-119.72262578707404
9.88,-56.531489142150555
1820.0,2814.427151958613
3109.14,3810.7813759390915
344.11,356.90985533074434
140.8,17.53832264220211
9724.87,14764.885945879081
28876.0,36215.911537761305
4010.53,4234.708101272884
36066.87,37142.612354252284
33261.46,28490.894577533825
748.5,553.1033208960483
2061.04,2192.8477239161843
14308.9,16515.703139167763
43809.18,50913.2813682733
25026.1,24277.131941002663
1893.85,1548.1075428785134
1117.5,2417.6591213894208
24429.4,36483.66899820887
16489.07,14236.762931181778
22025.79,29193.640432948516
2378.18,618.9096319522278
5347.67,7164.667836216437
13926.04,11489.084434328697
112.26,42.94135430129356
39.76,77.98434891245309
2565.0,968.912293214842
11688.87,11735.515454059008
21204.59,44402.039755718426
91.57,-20.35224878149488
1845.69,3487.6610495941354
2311.68,2987.636477988522
3670.6,4038.6012926925177
686.9,602.2320914143755
55356.66,58617.08938781613
26819.51,7832.738513893002
966.82,1174.9500509648153
315.64,382.127313372988
6213.61,4881.8570953166145
1693.14,1792.384944970465
5354.23,5161.932507410793
6659.67,10570.048475354546
37645.83,34253.38155720348
860.14,1680.0788198802095
36370.12,35427.65711835371
315.44,102.03465665481653
7860.16,6979.333163056653
23.5,663.5004981059893
11946.78,10425.018356544597
10090.38,7412.058811171786
84106.09,73593.4920339176
13494.67,15928.44300178496
5121.06,5948.676703878334
37330.26,46183.78146453694
20300.99,25356.537693810005
246.4,125.79055206151723
1544.51,1888.7104356701263
9024.5,15866.433762284305
1127.47,2160.5693281494823
15964.03,3643.282877171068
16838.35,15498.446251754063
8112.79,9520.380229620596
3362.44,3632.4958128445783
8023.65,4256.324413850968
7909.68,7523.9614450026675
27232.66,27015.496218549597
29927.33,28699.188042756185
11420.24,10628.103217229089
6268.5,14253.29899576753
25650.09,28117.83820132235
937.29,240.33035908717147
5420.16,8142.319407094367
5118.97,6471.691138263314
7634.97,7854.079720117669
13068.02,13517.44011451641
6264.71,7961.477027189053
8078.31,7264.471382311799
16547.5,25794.45837375547
16338.31,16854.425877199134
8150.14,6949.05505029621
6052.37,3227.7689953670015
1038.46,2094.0445763843322
2593.69,3664.9457634414725
55603.97,53239.75497870027
204.04,174.02293549278133
9786.82,11588.26977199593
2536.99,5858.948529198176
6095.22,3304.2384717808923
1788.6,2791.155458234024
1733.0,3774.6351913993435
912.49,880.428942152472
10254.02,7489.607007790379
29816.27,47048.99715769533
158.0,159.10356759305037
18155.31,15262.167790923992
7565.76,6247.96870574561
20813.38,13208.583019392858
4885.21,6093.70667410639
9143.38,10833.132897600806
3962.86,5120.294363790006
5656.33,4353.5670813420875
157.66,101.35576809101975
2773.73,5344.314763425329
10669.32,21545.947224447635
773.29,1204.2127444426242
12868.09,20703.033265840517
12551.25,20880.46356069885
2449.71,2204.524166440902
1100.06,946.6704387597215
6830.49,4971.428685878986
25447.57,29192.20726058396
8663.09,12763.833887569997
23971.58,24288.947942004022
2160.14,2515.4395152759344
18560.89,16953.55254252329
1343.94,5033.783120568033
2824.25,5454.331072039524
45.88,-89.50632388035399
38145.51,35696.50056943343
23387.09,19341.141345860215
36434.78,30018.418190873246
34078.55,37141.224713429896
20501.09,19279.17955310726
37948.67,36096.56272166824
439.88,598.238212142409
19.76,-291.5589813955251
29239.44,23305.179675758664
11552.36,23939.318303058386
13376.67,16279.589936682132
13353.19,18913.152272617597
3155.21,3983.314757767864
2140.36,1290.441440940528
2951.08,3619.0154594831224
2012.44,2731.6053377615244
49117.08,51065.1191925365
557.94,590.4247157821907
177.68,-192.06604074103208
2335.35,1805.89807888958
50359.69,51018.452081265
1331.86,2192.527864150251
3648.94,3326.5613454229233
7827.54,6893.518592814071
56753.39,56961.2447814113
9174.98,10627.830972849166
54.15,89.73860497637216
76391.54,79247.21601075938
5073.85,4944.9239835223225
32557.74,31503.514379330576
11872.96,13528.671397294424
959.19,1313.1245870340933
28981.09,33871.042577040804
187.0,1039.6908944685476
-12.88,-55.35187063220588
39235.39,53819.69761816187
8.91,-123.93012201325217
1235.32,1338.3254807565456
620.0,2178.793150346993
1570.34,1410.280078844017
29199.82,40188.16534358684
3860.66,4172.906919231539
6369.28,6392.105686713266
59217.46,62458.38420336908
352.0,404.37916611500214
25666.34,25224.94666641461
127.27,-0.8799251940318509
3082.6,3562.0170983964485
8.47,68.6971454922049
6661.76,6088.452848386931
5582.0,7390.892198537476
17881.55,16802.087600540162
42010.69,50471.196326299476
1030.8,1229.8192997060853
4138.5,6560.175834914938
8036.25,7945.747856636093
13828.89,20119.878006984793
26814.7,25770.071429297128
1025.6,2415.696451160579
1049.06,594.9188607085322
13682.35,20660.39512457651
1018.15,1030.6309692237817
12167.7,13320.956922240695
12050.78,14283.118122088863
82570.53,85521.97111689016
13691.09,19425.66757658364
16590.83,17021.78736573926
26663.78,28357.87949051455
2963.07,3829.6677157648146
19000.48,18390.87029496797
12691.77,10569.799257229117
3226.56,4328.104668626866
33926.87,33354.69636155452
74030.03,82846.37160160206
756.51,465.44896102990054
2048.25,2178.9136725385715
16025.54,18987.753945913355
788.42,783.8029069201394
16979.18,18336.824475137688
63550.3,62966.402320828296
8823.46,14296.574276681511
14746.33,13941.408134673718
578.0,1233.2750777958513
16757.68,15721.405738768244
8154.63,8133.460691184127
36605.81,34473.49874459134
2053.05,2914.67905035464
46778.57,46216.5259554118
44555.86,64404.54387039196
14521.77,14854.682115352083
9650.76,12625.045447480228
527.3,615.4911860035085
-38.0,271.64180821560745
10.4,163.02255531653194
17684.83,15058.11861718803
3779.14,4159.751264343649
2439.89,2703.0064779608365
4564.56,8537.952626399589
33676.78,27561.727655004244
49.99,59.749570585291515
24215.74,26146.148545372936
282.83,195.74887243736245
19058.99,45704.37630389964
149.91,-100.62144961499665
20100.91,19202.337915840304
376.02,1148.3649271944598
3246.33,3691.3254770910357
6510.76,4824.268288948204
11104.71,11335.423048438151
11777.75,12429.719058787969
102637.73,100333.65130452013
1627.36,1993.8694568948429
1953.89,4382.824683866687
26908.53,26909.875272586756
817.85,1396.821761718356
27287.98,28284.168067498944
2338.49,3071.3594020977457
1407.26,4437.953914323948
65349.54,78447.43862438534
9176.11,10965.19277406617
4503.23,7698.449712648789
7615.95,7945.545708958393
70.4,-67.82896471806357
32282.74,51759.55738161337
4361.02,3794.2923848389405
1024.3,828.148720776315
45757.07,36433.262035896114
429.38,1227.4344020035044
9229.0,14529.947330602581
15836.42,26253.201373250107
13301.67,11334.278377644117
715.99,887.6521524905152
15307.27,25490.91240819726
54805.86,52144.415903364934
1678.63,2084.3156164626043
7928.01,6122.7339354234555
7900.67,8920.51865710612
11731.21,12015.342059853154
21567.91,24339.004065199
10141.71,11126.94808283045
1284.8,508.1781733578951
2318.31,2926.086354549203
1944.01,2402.4615691885338
6291.98,6090.582943265357
1673.82,1658.8176409299824
1131.05,1007.5027478372095
6640.41,5978.571728062301
2935.43,3096.120708042312
1979.27,1778.9206217213462
15977.27,17588.69580469952
16646.17,14450.238811979318
2900.27,3151.3307467780237
3170.4,3372.737889567633
9770.21,18247.196328297145
9.0,96.05019722509401
4174.68,6384.057637827123
8851.76,8147.9432402293605
9104.07,7517.599981891533
22044.38,30742.735722198067
9065.78,9895.726801668647
2964.93,3338.154851977616
5994.92,5824.814388130979
29864.4,29138.052535368046
4473.39,5521.345734797933
20844.16,15812.559925048781
5534.77,5154.903755602725
20432.19,20431.58340245792
11001.87,13858.034004112347
42842.53,35334.32479243619
1756.85,1719.641175625324
764.96,668.3253928754481
5.94,-96.1024244675369
29612.37,28410.79042685906
2276.18,6898.518357984754
4671.87,5458.48381405326
3019.07,2463.802327462117
4071.87,3686.189675444429
9961.39,13980.635879257861
6677.52,6155.642355658129
74202.63,84142.16847544383
56499.74,59878.83083517887
100170.76,89718.04604488942
8566.77,9189.723082079956
805.41,1168.5874906197262
27592.42,26231.591070172643
302.92,73.4392842765518
4002.15,8252.055132610672
10023.4,10444.969622835973
30580.2,31307.90079721972
61743.23,55719.5796301014
7831.25,8846.269183478531
279.29,431.7620526973993
13819.93,18341.68188518374
257.79,133.5495073922962
293.24,3681.4200717658796
11130.93,27014.353072267168
1517.88,2212.9710099659296
262.66,256.9169215698423
6810.29,7239.4100952226245
7143.97,6147.476879152498
1794.65,2538.9919842779564
215.71,167.87227848857603
294.34,3221.5363986624907
2891.28,6960.580409792777
770.97,1638.8846280095117
2616.14,2901.0053322287786
748.0,336.99035007342417
111.86,60.62595812022968
16480.9,20289.684438387343
1395.05,4086.3841999342626
12208.33,14267.93811618055
18339.79,16545.404275414752
1536.06,2519.2349259047555
1753.46,-608.1321750983724
202.85,417.222594071701
18903.84,18286.946103411843
4236.56,6796.856128193991
32737.77,30856.815311238835
34897.2,35945.69313329838
35381.82,26823.8716623392
688.61,665.0290035671421
6218.41,6747.053272583881
2801.17,1884.553747608027
135.17,201.35946771849765
31103.78,32127.158166208035
1188.83,1091.5967298649866
1240.38,1336.6856366980398
4646.14,3588.8482405770455
3139.24,4121.2425786950325
10369.92,7917.540314075864
33161.72,28680.734505586766
24996.75,25265.68732127337
79.88,-58.441858146543446
13294.43,18150.990591625905
7270.65,6388.580597520793
177356.35,186012.96105101155
9775.0,32772.57329191487
10596.96,5607.591608349998
4179.99,7443.155128049447
34845.26,35053.92772892572
17203.25,21187.995292437485
3472.5,5597.279643136772
24890.88,26272.642473754637
44761.26,42722.92758668373
18961.51,22573.891222021397
1990.71,4667.955942171695
4208.67,5828.517047556685
698.76,667.722086532029
724.5,962.1360558899062
104.36,48.14418614255979
428.64,282.3301955004155
1593.58,562.7390894908601
4358.67,6073.313706914812
13944.25,14411.164899724836
11431.14,15301.01293277183
5328.08,15564.303637743224
26628.55,22415.074094791467
80698.23,74545.54676828081
904.39,629.1008714020154
43383.89,57897.4512476177
71356.14,71436.76603946912
3054.79,3447.3595817337346
18265.94,50658.775685444685
36193.99,36494.46127124637
10402.41,9411.521188161078
22285.14,32035.367477488177
44118.01,43045.486264413215
62.42,112.91439280775019
2746.58,2096.187230617281
4312.31,7499.372613051441
4634.17,4864.414828818728
1724.71,2890.589161618527
7734.22,8616.85209655737
2157.8,17151.671156642547
10996.3,11677.700704417322
39.99,63.35396459573929
3446.22,5368.6350385382975
940.21,1127.518114596516
13962.12,43520.566107653794
27527.61,35728.7841435861
64679.39,75730.98879529088
10.0,135.70678284570198
34909.54,44218.42048911899
13566.59,40407.38973074433
9256.16,12127.619819367437
227.76,129.59033067406676
2781.44,3187.5307821840083
44481.38,47802.21877114609
32209.47,27447.788517440636
4526.0,3901.2168759675724
7012.87,7289.223023982393
99.73,786.1879456302952
3262.54,3195.1171146450915
18990.05,16861.05184492664
440.56,485.4493026236393
21735.59,32838.217353107124
5492.83,8530.602100777216
13887.27,11759.222861323426
3612.53,2550.7464022655536
5684.67,4582.867730236444
3077.03,2532.119466711752
115660.8,108231.64850293282
13574.38,14455.15133055658
39.4,90.37041915029214
2540.2,10035.084602311706
2415.8,2225.150455058651
18271.53,24187.846370863637
24777.64,30927.06264381255
21324.42,26353.053925440596
60.54,85.39558505213817
949.95,2699.8092353371276
96819.52,53626.42938303333
11303.8,15750.922848069236
28184.55,29929.880262993993
8304.87,8898.480210545313
122860.35,134660.4527816821
13957.34,36156.64401158367
4789.95,5871.1872042300065
22640.5,38626.87308210179
20705.21,26040.929921968964
43.41,259.60642826557984
16169.53,18104.61885032189
12759.27,17875.336262837354
8.05,176.39552457107297
4508.86,6018.098063223859
3367.22,3414.7711759744743
3201.52,2305.1193191241523
10207.25,13482.766504487092
32342.48,30904.611376496312
2591.2,3985.7822667714613
1751.4,1593.6175719248743
284.63,268.2512402221012
3468.68,8095.01944977327
3125.69,3505.476364244769
3870.01,7145.769624754164
26344.46,21808.22771010635
2389.69,3577.7095425295206
73200.06,64470.40158689115
5956.32,8619.92252874785
406.14,358.65783683081884
12936.41,15147.877296743856
13451.87,51559.50292011635
16860.86,19692.85686728272
851.68,324.0611065087508
2858.34,3457.9249862746506
1861.93,1610.7734660762155
5279.62,4784.054249654573
5554.23,4368.94499211973
369.6,335.1814674472152
17845.24,16525.767827861695
23875.86,33129.18006859095
582.75,449.6939240237694
1326.0,2625.51022787219
3424.44,3480.4442428891957
1286.57,2862.729146566238
1433.86,1626.9522748237466
70090.8,60634.11347354946
1153.62,857.222149641155
5724.52,4722.627138788417
22074.3,24666.145862278147
5204.14,5560.341860502449
217.08,704.7165703330542
37759.9,35184.65812187807
4240.4,6313.729339504588
76.72,-12.635328824064695
7106.76,7879.229952616369
2059.8,2321.039221312021
32410.37,35618.31214060594
1529.44,2799.5182714733196
10296.89,11012.737008406677
1133.0,3488.108694510321
27557.33,23864.449014598616
10425.2,8704.834048079667
4114.27,2316.5523379966694
5193.12,4112.5769768750515
11490.81,11787.738178151987
34580.77,31006.002748315244
30550.13,32834.87232535612
14705.08,14236.10342114509
4260.64,3573.167482085511
1521.81,1001.6589748183951
3883.75,4447.577008801562
3959.05,4857.8495675586
2253.64,2909.100178869127
2154.76,2914.0126116247006
36345.21,33709.44769393551
23018.4,25007.150441766476
142804.38,136549.33570366976
64531.25,45985.92742554479
15622.26,13250.721911052471
45.6,94.83306777995304
17029.72,14851.831959634925
673.06,448.3722491167945
17224.23,24901.060306889132
141648.12,150993.72558357348
15699.55,18685.733932927666
112.46,-69.28795553039316
6443.71,7871.118027759009
7085.75,14143.069464698363
1207.79,853.7999326790291
6586.37,8259.19693605029
9446.17,10764.817954178034
1143.28,1736.4784407822383
62953.34,61279.12405330419
26807.78,25107.182745529837
5756.98,4432.077463776697
729.59,3341.7636290211917
39940.5,46885.799106120554
4703.64,10866.903875502843
1152.85,1456.416688632255
16958.4,14293.03626823809
29522.78,33284.98253058572
16657.32,35577.68730353325
32024.66,25374.369304450374
17899.2,22183.182821460647
29910.78,28227.59711420334
90770.82,92854.91067358501
12416.57,13997.424759492067
13.32,-167.19579459550755
395.58,1400.904912963778
15587.44,17338.209955150127
3196.08,3226.284188008966
2677.77,2199.7347677662488
940.14,1147.565534395348
4539.89,5002.488164057565
49563.43,44899.33758965365
59549.54,92973.06432628554
4564.16,8486.765865614572
34128.53,31546.942273643883
749.43,761.1615524345516
1444.51,3342.4196041388886
19832.56,20550.372611782597
878.0,1409.6345944555121
271.68,1599.7615585318636
37707.5,31505.97128604406
14355.64,19444.11518115656
3971.92,2914.3760682430525
8834.0,16100.436160289944
12763.36,7145.421541697996
7769.09,7020.3939376091685
6534.97,5971.428928147228
488.11,742.3314205089844
52746.73,45167.7595586916
7196.88,8026.995649967016
3801.0,7550.709038212728
12402.92,15409.623753150434
57195.03,79930.06120122747
19359.78,16011.2973440175
3888.53,4017.0379430315697
3935.13,3879.6189281571706
69474.18,58127.95203775805
768.0,1593.175337741588
1466.0,1813.6819397167262
5230.08,5389.764286996727
5473.38,7211.202418110557
1006.03,1580.4340345556593
2564.42,3205.658772508635
5730.16,6639.227337254446
5.41,45.44859214219804
21080.89,22449.97761802192
14218.89,11811.154942790494
12546.31,9936.814712987623
387.2,14.422522457266787
8998.71,9359.03490535745
3957.39,3170.6493427345717
1953.36,1820.3260395633072
673.14,878.555895595136
16758.49,22161.436150954734
4884.38,7619.01532013701
39835.53,35255.597644596804
64132.2,60507.79760823514
18712.6,22938.682202087697
36.89,189.0149485140717
19436.99,20698.535838538795
8633.48,9110.318318653895
72125.12,69428.82439079724
12740.67,21908.09730871231
34696.31,32884.64678941216
44642.25,69307.3976611791
13594.77,14311.42737686875
5568.85,5192.920549223416
5352.28,6687.242681867395
10823.58,32937.044228377345
43560.96,36981.487086569716
3816.79,2934.6561360726423
8086.43,10112.79030178855
57861.48,54948.73156670279
10562.0,9862.054076049813
3446.42,5041.772918571973
0.4,532.3661715138036
16156.09,19053.924459802744
3665.25,4689.381766189087
31654.35,24222.890469378945
21136.81,67590.494061975
144.81,120.92410911212806
61.92,-55.19403764698334
1004.74,1149.432822077017
3350.24,3095.6092933414834
5514.91,3239.7979420115207
15817.78,21010.87243641992
47321.15,41548.307639765364
2053.54,2611.6582170930283
7761.93,10231.935127586772
1331.77,1198.8364616743547
779.94,954.0618001181705
76292.13,77486.13824803759
19294.39,19725.187389069237
3512.78,5670.048790467665
1439.0,1553.0244217873458
20702.65,15407.172844716439
13519.28,16217.95284189204
1402.36,1312.6111345977665
17.31,101.24778754788296
20855.29,19131.906307211713
47177.58,45977.72719657475
10940.49,12110.226131762029
117.44,99.27458666428052
1055.68,776.2966309630916
289.47,928.7806628136267
10553.44,13635.015907648694
3734.79,7440.993499418558
16567.69,17699.251008047824
116427.93,105218.5566847874
7011.45,7179.175083617003
19088.48,20776.988488996383
664.39,1036.0001197079184
930.15,544.9367397669423
12030.9,13888.279645640323
7904.85,10177.270260677362
62968.17,58173.38208721278
62829.32,67553.887090218
30434.87,23722.323922870823
591.48,340.7952762989866
56376.56,54590.45050443268
21.63,71.96088456973027
16489.57,16404.2754015728
40990.81,37943.155336889206
49946.33,52556.69923233396
5036.35,4021.5050166854276
-5.12,-52.08230221475765
44043.75,38924.72148710693
21.62,11.779443716001625
554.84,781.0290509822521
1484.03,1389.0603828811397
46576.63,38021.50129011263
32114.7,32975.48620654185
19520.8,7621.745312614485
59.5,-91.5883016972513
3397.51,5897.917389060937
5114.99,5644.840458357478
14118.43,22635.97261963444
9507.18,20639.91703751892
17046.96,13976.908311281088
8844.6,17910.55882844189
5704.78,7665.8372250793
19330.1,41048.77062331894
5.0,116.51059600167464
9540.36,12622.40477874767
8732.53,10885.498709739197
8560.07,7756.251366895871
829.0,614.1418030087286
8379.78,13629.932510006585
5788.7,4228.987762609871
5910.13,7762.283156215811
904.44,1467.3621913482568
8.8,355.133276972139
101.1,16.772867949730156
25221.94,20415.969195518668
19893.98,22536.576060374147
464.91,360.0710421636488
3199.03,6336.099362667629
13225.39,12442.430366280909
10146.4,17895.682452488636
6490.87,7764.323669822012
9171.73,11904.811701354667
8901.42,7955.85197073525
1298.83,1197.2516682048154
61.72,189.404335352931
6158.98,9912.817988013596
10919.6,13876.175290570018
154.89,99.69885843079929
255.2,395.4499894730847
158.92,113.12515112323712
72.69,41.35370881313315
40.64,104.85218155833074
419.36,331.09802090513915
9.97,-79.3789604993637
14.7,40.61528437381969
2221.86,3754.065935811692
32722.18,35800.08327311025
10141.53,6979.44619982622
3622.4,4122.56740919747
3860.59,4826.250436052399
32371.34,27206.318071304064
14916.13,20900.520888754258
34100.02,31148.745730183844
8221.8,9213.941293459491
1234.16,1482.7227063725952
797.26,565.1609784203446
1849.41,1728.8339667570942
2406.03,2385.689399075151
31977.64,29750.12016265318
74.41,99.67052839140682
51590.08,77484.8270350734
1082.34,1152.6456489376458
6850.06,9793.926716947033
126.0,225.65593941829437
51.0,-57.917870571078126
30034.99,28611.026511571643
1756.1,5269.64972202804
4853.02,1896.60968451093
26595.99,30804.806613560042
32.5,114.31538849208638
5685.3,4595.269752709728
10903.12,11750.53560410167
16051.94,12390.924411001411
9260.48,8911.43619053799
7495.6,9969.961224895362
24002.15,20563.03563815523
23.94,-110.95801773734865
20481.45,18776.13541782354
2893.34,4185.257226019316
32028.75,31112.1307831676
37105.46,47032.471793587014
7602.92,13796.918432734334
14919.43,19995.473906536095
67767.77,66080.23575550053
2743.21,2625.7064142857316
10952.23,7221.207887312189
19869.25,33236.8683080111
8706.07,8256.18667649332
1181.28,917.6878846968477
2027.95,1010.138317232915
2407.79,3604.2758818860243
67467.52,63053.98278196649
431.2,79.26604421011052
1783.54,2262.9260811412105
26524.1,25317.198848095333
10107.34,9931.419690724479
573.79,618.583664448428
3999.18,4857.063543047596
16.0,41.668245557494366
18576.31,21682.714664162202
9173.95,8847.937184268194
52450.57,53762.68714674503
234.0,61.28031519388557
783.2,233.36028802207093
2594.04,3546.80745965795
2651.52,3393.18585540297
90191.57,96666.01134844823
13413.8,12442.308002778473
381.33,1337.6046219209982
11552.43,11362.261413827207
27856.39,24251.283974240785
4466.38,8235.550408123072
2738.72,3137.8298997151473
5635.0,3730.962068599226
2077.27,1797.6050213354927
5168.08,8720.04348210225
9246.0,11470.961859001794
9253.46,8098.527315986492
9349.75,10107.146913652463
859.51,875.660703415891
15117.69,14733.049061231837
32850.49,36372.24035117109
1242.52,3026.809436550199
64291.76,103435.6908783093
5023.82,3486.7258884550815
24875.66,25081.133069184023
